unit_id,category,original,translation_zh_tw,status,translate,location_count,notes
EXE_spell_2912,exe_spell_name,CONFUSION,混淆術,translated,True,1,DGROUP:2912; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_291C,exe_spell_name,BLACK TENTACLES,黑色觸角,translated,True,1,DGROUP:291C; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_292C,exe_spell_name,FEAR,恐懼術,translated,True,1,DGROUP:292C; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2931,exe_spell_name,FIRE SHIELD,火焰之盾,translated,True,1,DGROUP:2931; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_293D,exe_spell_name,ICE STORM,寒冰風暴,translated,True,1,DGROUP:293D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2947,exe_spell_name,IMPROVED INVISIBILITY,強力隱形,translated,True,1,DGROUP:2947; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_295D,exe_spell_name,M. GLOBE OF INVULNERABILITY,小防護法,translated,True,1,DGROUP:295D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2979,exe_spell_name,MINOR SPELL TURNING,小反轉術,translated,True,1,DGROUP:2979; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_298D,exe_spell_name,MONSTER SUMMONING II,召喚怪物 II,translated,True,1,DGROUP:298D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29A2,exe_spell_name,RAINBOW PATTERN,彩虹術,translated,True,1,DGROUP:29A2; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29B2,exe_spell_name,SOLID FOG,凝霧術,translated,True,1,DGROUP:29B2; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29BC,exe_spell_name,STONESKIN,石膚術,translated,True,1,DGROUP:29BC; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29C6,exe_spell_name,TURN PEBBLE INTO BOULDER,玉石術,translated,True,1,DGROUP:29C6; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29DF,exe_spell_name,WALL OF FIRE,火牆術,translated,True,1,DGROUP:29DF; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29EC,exe_spell_name,WALL OF ICE,冰牆術,translated,True,1,DGROUP:29EC; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29F8,exe_spell_name,CHAOS,大混亂術,translated,True,1,DGROUP:29F8; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_29FE,exe_spell_name,CLOUDKILL,殺人雲,translated,True,1,DGROUP:29FE; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A08,exe_spell_name,CONE OF COLD,冷椎術,translated,True,1,DGROUP:2A08; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A15,exe_spell_name,CONJURE ELEMENTAL,元素召喚,translated,True,1,DGROUP:2A15; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A27,exe_spell_name,DISMISSAL,斥退術,translated,True,1,DGROUP:2A27; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A31,exe_spell_name,FEEBLEMIND,弱智術,translated,True,1,DGROUP:2A31; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A3C,exe_spell_name,HOLD MONSTER,怪物定身,translated,True,1,DGROUP:2A3C; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A49,exe_spell_name,LOWER RESISTANCE TO MAGIC,降低抗力,translated,True,1,DGROUP:2A49; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A63,exe_spell_name,MONSTER SUMMONING III,怪物召喚III,translated,True,1,DGROUP:2A63; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A79,exe_spell_name,SUMMON SHADOW,陰影召喚,translated,True,1,DGROUP:2A79; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A87,exe_spell_name,WALL OF FORCE,力牆術,translated,True,1,DGROUP:2A87; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2A95,exe_spell_name,WALL OF STONE,石牆術,translated,True,1,DGROUP:2A95; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AA3,exe_spell_name,BLESS,祝福術,translated,True,1,DGROUP:2AA3; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AA9,exe_spell_name,CURSE,詛咒術,translated,True,1,DGROUP:2AA9; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AAF,exe_spell_name,CURE LIGHT WOUNDS,治療輕傷,translated,True,1,DGROUP:2AAF; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AC1,exe_spell_name,CAUSE LIGHT WOUNDS,輕度傷害,translated,True,1,DGROUP:2AC1; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AD4,exe_spell_name,ENTANGLE,纏絆術,translated,True,1,DGROUP:2AD4; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2ADD,exe_spell_name,INVISIBILITY TO UNDEAD,對不死隱形,translated,True,1,DGROUP:2ADD; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2AF4,exe_spell_name,MAGICAL STONE,魔石術,translated,True,1,DGROUP:2AF4; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B02,exe_spell_name,PROTECTION FROM EVIL,百邪不侵,translated,True,1,DGROUP:2B02; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B17,exe_spell_name,REMOVE FEAR,除懼術,translated,True,1,DGROUP:2B17; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B23,exe_spell_name,CAUSE FEAR,驚懼術,translated,True,1,DGROUP:2B23; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B2E,exe_spell_name,SHILLELAGH,橡木術,translated,True,1,DGROUP:2B2E; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B39,exe_spell_name,AID,強化生命,translated,True,1,DGROUP:2B39; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B3D,exe_spell_name,BARKSKIN,樹皮術,translated,True,1,DGROUP:2B3D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B46,exe_spell_name,CHARM PERSON OR MAMMAL,迷惑哺乳生物,translated,True,1,DGROUP:2B46; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B5D,exe_spell_name,DUST DEVIL,沙魔術,translated,True,1,DGROUP:2B5D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B68,exe_spell_name,FIND TRAPS,尋找陷阱,translated,True,1,DGROUP:2B68; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B73,exe_spell_name,FLAME BLADE,火燄之刃,translated,True,1,DGROUP:2B73; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B7F,exe_spell_name,RESIST FIRE,抗火術,translated,True,1,DGROUP:2B7F; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B8B,exe_spell_name,RESIST COLD,抗冰術,translated,True,1,DGROUP:2B8B; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2B97,exe_spell_name,SPIRITUAL HAMMER,心靈之鎚,translated,True,1,DGROUP:2B97; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2BA8,exe_spell_name,CONJURE LESSER AIR ELEMENTAL,召喚小型風元素,translated,True,1,DGROUP:2BA8; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2BC5,exe_spell_name,CONJURE LESSER FIRE ELEMENTAL,召喚小型火元素,translated,True,1,DGROUP:2BC5; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2BE3,exe_spell_name,CONJURE LESSER EARTH ELEMENTAL,召喚小型土元素,translated,True,1,DGROUP:2BE3; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C02,exe_spell_name,CONJURE LESSER WATER ELEMENTAL,召喚小型水元素,translated,True,1,DGROUP:2C02; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C21,exe_spell_name,CURE BLINDNESS OR DEAFNESS,治療盲聾,translated,True,1,DGROUP:2C21; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C3C,exe_spell_name,CAUSE BLINDNESS OR DEAFNESS,引起盲聾,translated,True,1,DGROUP:2C3C; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C58,exe_spell_name,CURE DISEASE,治病術,translated,True,1,DGROUP:2C58; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C65,exe_spell_name,CAUSE DISEASE,致病術,translated,True,1,DGROUP:2C65; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C73,exe_spell_name,MAGICAL VESTMENTS,魔法之袍,translated,True,1,DGROUP:2C73; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C85,exe_spell_name,NEGATIVE PLANE PROTECTION,負界防護,translated,True,1,DGROUP:2C85; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2C9F,exe_spell_name,PRAYER,祈禱術,translated,True,1,DGROUP:2C9F; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CA6,exe_spell_name,PROTECTION FROM FIRE,禦火術,translated,True,1,DGROUP:2CA6; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CBB,exe_spell_name,REMOVE CURSE,除詛術,translated,True,1,DGROUP:2CBB; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CC8,exe_spell_name,BESTOW CURSE,咒詛術,translated,True,1,DGROUP:2CC8; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CD5,exe_spell_name,REMOVE PARALYSIS,解除麻痺,translated,True,1,DGROUP:2CD5; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CE6,exe_spell_name,SUMMON INSECTS,喚蟲術,translated,True,1,DGROUP:2CE6; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CF5,exe_spell_name,ABJURE,戒絕術,translated,True,1,DGROUP:2CF5; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2CFC,exe_spell_name,BLOOD FLOW,血流術,translated,True,1,DGROUP:2CFC; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D07,exe_spell_name,CLOAK OF BRAVERY,勇氣之袍,translated,True,1,DGROUP:2D07; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D18,exe_spell_name,CLOAK OF FEAR,恐懼之袍,translated,True,1,DGROUP:2D18; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D26,exe_spell_name,CONDENSE,凝聚術,translated,True,1,DGROUP:2D26; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D2F,exe_spell_name,CURE SERIOUS WOUNDS,治療重傷,translated,True,1,DGROUP:2D2F; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D43,exe_spell_name,CAUSE SERIOUS WOUNDS,重度傷害,translated,True,1,DGROUP:2D43; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D58,exe_spell_name,DEHYDRATE,脫水術,translated,True,1,DGROUP:2D58; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D62,exe_spell_name,DUST CLOUD,塵雲術,translated,True,1,DGROUP:2D62; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D6D,exe_spell_name,FOCUS HEAT,集熱術,translated,True,1,DGROUP:2D6D; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D78,exe_spell_name,FREE ACTION,自由移動,translated,True,1,DGROUP:2D78; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D84,exe_spell_name,NEUTRALIZE POISON,中和毒素,translated,True,1,DGROUP:2D84; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D8F,exe_spell_name,POISON,毒擊術,translated,True,1,DGROUP:2D8F; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2D96,exe_spell_name,PRODUCE FIRE,造火術,translated,True,1,DGROUP:2D96; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2DA3,exe_spell_name,PROT'N FROM EVIL 10' RAD.,辟邪十呎,translated,True,1,DGROUP:2DA3; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2DBD,exe_spell_name,PROTECTION FROM LIGHTNING,免受電擊,translated,True,1,DGROUP:2DBD; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2DD7,exe_spell_name,CONJURE AIR ELEMENTAL,召喚風元素,translated,True,1,DGROUP:2DD7; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2DED,exe_spell_name,CONJURE FIRE ELEMENTAL,召喚火元素,translated,True,1,DGROUP:2DED; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E04,exe_spell_name,CONJURE EARTH ELEMENTAL,召喚土元素,translated,True,1,DGROUP:2E04; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E1C,exe_spell_name,CONJURE WATER ELEMENTAL,召喚水元素,translated,True,1,DGROUP:2E1C; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E34,exe_spell_name,CURE CRITICAL WOUNDS,治療致命,translated,True,1,DGROUP:2E34; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E49,exe_spell_name,CAUSE CRITICAL WOUNDS,致命傷害,translated,True,1,DGROUP:2E49; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E5F,exe_spell_name,DEFLECTION,偏移術,translated,True,1,DGROUP:2E5F; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E6A,exe_spell_name,DISPEL EVIL,怯除邪惡,translated,True,1,DGROUP:2E6A; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
EXE_spell_2E76,exe_spell_name,FLAME STRIKE,天火焚身,translated,True,1,DGROUP:2E76; referenced by the spell table (file 0x4512E) or psionic table (file 0x44F96)
